Income,Kidhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumStorePurchases,NumWebVisitsMonth,Complain,WebPurchases,Age,Total_Spending,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow
63841.0,0,64,635,15,100,20,7,131,9,6,0,1,57,908,0,0,1,0,0,0,0,0
24480.0,1,46,4,19,9,28,25,17,4,7,0,0,44,102,1,0,0,0,1,0,0,0
65640.0,0,74,204,7,149,20,15,66,8,2,0,1,51,461,0,0,0,1,0,0,1,0
44319.0,1,18,26,0,8,0,0,3,3,5,0,0,50,37,0,0,1,0,1,0,0,0
30631.0,1,75,15,6,20,4,5,20,2,7,0,0,51,70,0,1,0,0,1,0,0,0
75278.0,0,17,304,98,230,150,74,74,13,3,0,1,73,930,0,1,0,0,0,0,1,0
50898.0,1,88,285,28,242,55,114,135,12,5,0,1,69,859,0,0,1,0,0,0,1,0
79946.0,0,19,395,183,565,166,141,28,5,3,0,1,59,1478,0,1,0,0,0,0,0,1
35416.0,0,62,248,3,81,4,3,51,5,8,0,1,76,390,0,0,1,0,0,0,0,0
32414.0,0,11,20,6,5,0,9,12,3,7,0,0,41,52,0,0,0,0,0,0,1,0
38361.0,1,74,39,0,56,20,8,14,3,7,0,0,56,137,0,1,0,0,0,0,1,0
82497.0,0,32,777,129,573,216,21,203,9,4,0,0,45,1919,0,1,0,0,1,0,0,0
16626.0,2,76,8,3,22,21,1,13,3,9,0,0,54,68,0,1,0,0,0,0,1,0
29672.0,1,6,9,1,3,0,4,8,3,6,0,0,60,25,0,1,0,0,0,0,1,0
55951.0,0,62,1241,0,80,0,13,40,11,8,0,0,73,1374,0,0,1,0,0,0,1,0
35388.0,1,20,6,4,7,4,3,8,3,7,0,0,37,32,0,0,0,0,0,0,0,0
42386.0,1,43,65,4,16,0,4,11,3,8,0,0,39,100,0,0,1,0,0,0,1,0
68627.0,0,45,395,15,263,60,54,38,6,1,0,0,43,825,0,1,0,0,0,1,0,0
57912.0,0,34,801,0,80,0,0,35,12,5,0,1,60,916,0,0,0,1,0,0,0,0
35246.0,1,53,36,0,12,2,2,10,3,5,0,0,67,62,0,1,0,0,0,0,0,0
58821.0,0,44,513,14,154,19,0,28,9,6,0,1,69,728,0,0,0,0,0,0,1,0
46377.0,1,89,37,0,46,4,3,0,3,4,0,0,47,90,0,0,0,1,1,0,0,0
39747.0,1,43,80,15,93,20,13,52,4,8,0,1,37,273,0,1,0,0,0,1,0,0
23976.0,1,68,14,1,21,2,3,25,3,7,0,0,41,66,0,1,0,0,0,0,1,0
80950.0,0,44,525,147,112,219,147,63,9,2,0,1,64,1213,0,0,1,0,1,0,0,0
27038.0,0,64,1,26,25,17,23,15,3,9,0,0,59,107,0,1,0,0,0,0,0,1
77457.0,0,85,675,11,400,15,45,11,10,1,0,0,78,1157,0,1,0,0,0,1,0,0
64100.0,0,93,509,0,27,0,0,10,6,7,0,1,61,546,0,0,1,0,1,0,0,0
42670.0,0,12,154,2,46,20,4,15,4,4,0,1,33,241,0,0,1,0,0,0,1,0
12571.0,1,86,3,5,14,2,12,17,3,6,0,0,49,53,0,1,0,0,0,0,0,0
22574.0,2,28,25,0,8,2,0,2,3,7,0,0,58,37,0,1,0,0,1,0,0,0
51381.5,0,69,861,138,461,60,30,61,12,3,0,1,36,1611,0,1,0,0,1,0,0,0
70893.0,0,42,768,44,561,77,44,14,10,3,0,1,49,1508,0,0,1,0,0,1,0,0
54198.0,1,13,185,0,28,3,2,17,6,4,0,0,59,235,0,1,0,0,1,0,0,0
28839.0,1,86,24,0,7,0,0,1,3,5,0,0,69,32,0,0,1,0,0,0,1,0
40321.0,1,59,44,4,21,6,0,27,3,7,0,0,53,102,0,1,0,0,1,0,0,0
66503.0,1,30,91,64,128,65,3,50,6,3,0,1,40,401,0,1,0,0,0,1,0,0
30833.0,1,33,11,0,7,3,1,6,3,5,0,0,74,28,0,1,0,0,1,0,0,0
51381.5,1,67,738,20,172,52,50,20,10,7,0,0,55,1052,0,1,0,0,0,1,0,0
64795.0,0,23,412,5,119,38,29,77,12,2,0,0,54,680,0,1,0,0,1,0,0,0
34421.0,1,81,3,3,7,6,2,9,2,7,0,0,51,30,0,1,0,0,1,0,0,0
47025.0,1,6,16,0,3,0,0,1,2,7,0,0,60,20,0,0,0,1,0,0,0,0
64325.0,0,41,731,60,353,78,12,73,5,7,0,1,64,1307,0,0,0,1,0,0,0,0
40464.0,0,78,424,17,118,7,23,41,8,8,0,1,72,630,0,1,0,0,0,1,0,0
62187.0,0,49,792,0,275,45,45,126,5,3,0,1,68,1283,0,1,0,0,1,0,0,0
14849.0,1,39,21,2,28,3,2,9,4,8,0,0,49,65,0,0,0,1,0,0,0,0
27255.0,1,3,22,1,11,0,1,2,3,7,0,0,41,37,0,1,0,0,1,0,0,0
54432.0,2,37,33,0,5,0,0,0,3,4,0,0,75,38,0,0,0,1,1,0,0,0
29999.0,1,22,68,7,59,10,5,11,4,8,0,0,39,160,0,0,0,1,0,1,0,0
24072.0,1,79,9,1,6,3,0,4,2,8,0,0,42,23,0,1,0,0,0,1,0,0
33996.0,0,46,40,2,15,8,0,6,3,4,0,0,36,71,0,0,0,1,0,1,0,0
66334.0,0,82,909,11,218,0,0,23,5,5,0,1,69,1161,0,0,0,1,1,0,0,0
35178.0,1,10,23,1,13,2,2,18,2,7,0,0,54,59,0,0,1,0,1,0,0,0
22010.0,1,51,11,2,9,3,0,8,3,8,0,0,42,33,0,1,0,0,0,0,1,0
62204.0,0,38,317,46,247,151,46,139,12,3,0,1,65,946,0,1,0,0,0,0,0,0
75693.0,0,10,797,153,293,72,97,30,6,4,0,1,57,1442,0,1,0,0,0,0,0,0
30675.0,1,14,10,2,16,11,2,21,3,8,0,0,53,62,0,1,0,0,1,0,0,0
83003.0,0,18,856,61,570,40,25,122,8,3,0,1,60,1674,0,1,0,0,0,0,1,0
83532.0,0,36,755,144,562,104,64,224,4,1,0,1,126,1853,0,0,0,1,0,0,1,0
68655.0,0,95,456,19,832,75,118,38,11,3,0,1,37,1538,0,1,0,0,0,1,0,0
41411.0,0,11,37,32,38,11,3,18,4,6,0,0,39,139,0,1,0,0,0,0,0,0
55212.0,0,65,1103,0,45,0,0,34,11,8,0,1,56,1182,0,0,0,1,1,0,0,0
59292.0,0,71,378,14,68,19,14,14,8,3,0,0,75,507,0,0,0,1,0,0,1,0
27190.0,1,13,1,6,7,0,1,3,2,8,0,0,52,18,1,0,0,0,0,0,1,0
82623.0,0,58,204,34,204,172,153,173,4,1,0,0,73,940,0,1,0,0,0,0,0,0
44300.0,1,65,30,0,9,0,0,3,3,6,0,0,60,42,0,1,0,0,1,0,0,0
84835.0,0,0,189,104,379,111,189,218,6,1,0,1,55,1190,0,1,0,0,0,0,0,0
30372.0,1,33,15,0,12,7,3,7,3,7,0,0,54,44,0,1,0,0,0,0,0,1
33181.0,1,90,9,0,3,0,0,4,2,6,0,0,49,16,0,0,1,0,1,0,0,0
71113.0,0,95,495,33,255,11,33,8,9,4,0,1,68,835,0,1,0,0,1,0,0,0
71952.0,1,93,656,80,455,52,107,93,8,4,0,1,39,1443,0,1,0,0,1,0,0,0
69759.0,0,38,452,20,514,13,30,0,5,3,0,1,59,1029,0,0,0,1,0,1,0,0
72099.0,0,18,546,91,410,119,0,22,10,1,0,0,51,1188,0,1,0,0,1,0,0,0
60000.0,0,57,1048,0,217,0,0,12,5,6,0,1,49,1277,0,0,0,1,0,1,0,0
38643.0,1,45,22,2,14,0,1,10,3,7,1,0,47,49,0,1,0,0,0,1,0,0
50737.0,0,61,78,0,11,0,0,10,4,6,0,0,70,99,0,1,0,0,1,0,0,0
68462.0,0,6,561,64,785,84,128,48,8,1,0,0,56,1670,0,0,0,1,1,0,0,0
65073.0,0,65,629,17,177,69,0,8,5,2,1,1,82,900,0,0,1,0,1,0,0,0
46681.0,0,52,269,15,69,15,19,38,4,5,0,1,77,425,0,0,0,1,0,0,1,0
78618.0,0,87,736,163,818,212,163,61,10,2,0,1,68,2153,0,1,0,0,1,0,0,0
62187.0,0,38,512,0,83,0,0,41,10,4,0,1,56,636,0,0,0,1,0,0,0,1
28442.0,2,53,19,3,10,11,8,6,4,4,0,0,47,57,0,1,0,0,1,0,0,0
51479.0,1,67,247,8,160,6,8,65,6,7,0,1,58,494,0,1,0,0,1,0,0,0
54803.0,0,65,404,0,92,28,27,142,9,4,0,1,56,693,0,1,0,0,0,1,0,0
79530.0,0,64,333,0,815,129,42,29,11,2,0,1,65,1348,0,1,0,0,1,0,0,0
31615.0,1,82,2,3,20,6,11,9,3,7,0,0,49,51,0,1,0,0,0,0,0,0
72025.0,0,27,833,33,549,151,133,233,8,3,0,1,63,1932,0,1,0,0,0,0,1,0
52614.0,0,63,789,0,142,12,9,38,8,8,0,0,50,990,0,0,0,1,0,1,0,0
35684.0,1,66,10,4,7,0,6,3,3,6,0,0,41,30,0,0,0,0,1,0,0,0
48178.0,1,69,159,4,45,6,2,38,4,8,0,1,50,254,0,1,0,0,1,0,0,0
29548.0,1,52,7,1,6,3,1,11,2,4,0,0,55,29,0,0,1,0,0,1,0,0
63810.0,0,45,977,12,253,16,12,101,12,8,0,1,59,1371,0,1,0,0,0,1,0,0
38578.0,1,2,38,4,22,3,3,3,3,8,0,0,53,73,0,0,0,1,0,1,0,0
46098.0,1,86,57,0,27,0,0,36,2,8,0,0,50,120,0,0,1,0,0,1,0,0
22585.0,0,23,3,9,15,13,2,39,2,9,0,0,55,81,0,1,0,0,0,1,0,0
30279.0,1,13,10,4,14,4,4,1,3,8,0,0,36,37,0,1,0,0,0,1,0,0
66426.0,0,14,1043,24,97,32,24,157,10,6,0,0,64,1377,0,0,0,1,0,0,1,0
30822.0,1,92,3,9,13,2,12,12,3,7,0,0,56,51,0,1,0,0,0,1,0,0
33581.0,2,38,11,0,5,0,0,1,2,8,0,0,56,17,0,0,0,1,1,0,0,0
19986.0,1,74,3,6,5,0,2,6,3,7,0,0,40,22,0,1,0,0,1,0,0,0
27421.0,0,14,43,12,96,78,40,55,6,7,0,1,71,324,0,1,0,0,0,0,0,1
36143.0,1,33,12,0,1,0,0,6,2,3,0,0,44,19,0,0,1,0,0,1,0,0
10245.0,1,32,4,7,7,6,4,13,2,5,0,0,54,41,0,1,0,0,0,1,0,0
43795.0,0,11,314,11,53,4,3,107,4,7,0,1,57,492,0,0,1,0,0,0,1,0
63381.0,0,78,571,50,142,33,50,159,13,2,0,1,65,1005,0,1,0,0,0,0,1,0
38823.0,0,56,70,0,11,2,8,23,3,6,0,0,76,114,0,1,0,0,0,0,1,0
83664.0,1,57,866,21,151,28,21,86,12,5,0,0,57,1173,0,0,0,1,0,0,0,0
90300.0,0,7,594,134,786,33,134,57,8,1,0,1,46,1738,0,1,0,0,0,0,1,0
62499.0,1,0,140,4,61,0,13,4,6,4,0,0,46,222,0,0,1,0,0,0,1,0
74293.0,0,66,375,152,335,93,91,81,6,2,0,1,32,1127,0,1,0,0,0,1,0,0
51012.0,0,86,102,9,63,2,9,24,4,6,0,1,79,209,0,0,0,1,1,0,0,0
70777.0,0,80,554,35,113,0,7,78,12,3,0,1,57,787,0,0,1,0,1,0,0,0
68682.0,0,56,919,0,505,99,30,45,10,2,0,1,34,1598,0,0,0,1,0,0,1,0
43824.0,1,18,96,1,42,12,3,32,4,8,0,0,54,186,0,1,0,0,1,0,0,0
15345.0,1,51,5,2,16,3,2,19,2,8,0,0,41,47,0,1,0,0,0,0,1,0
23442.0,1,71,2,0,6,8,6,5,3,7,0,0,38,27,0,1,0,0,0,1,0,0
14515.0,1,71,6,4,9,6,36,35,3,7,0,0,45,96,0,0,0,0,0,0,1,0
31395.0,1,80,23,1,25,0,8,7,3,6,0,0,69,64,0,0,0,0,0,0,0,0
75276.0,0,2,610,105,125,137,42,21,9,5,0,1,60,1040,0,1,0,0,0,0,1,0
42373.0,1,83,67,5,61,3,8,19,5,5,0,0,51,163,0,1,0,0,0,1,0,0
30507.0,0,29,65,36,74,38,20,110,4,7,0,1,65,343,0,1,0,0,0,0,1,0
55521.0,1,11,416,0,26,0,0,4,6,7,0,1,70,446,0,0,0,1,0,1,0,0
48006.0,1,55,23,0,11,3,2,2,3,6,0,0,60,41,0,1,0,0,1,0,0,0
27213.0,1,19,19,3,26,10,9,3,4,8,0,0,53,70,0,0,0,1,0,1,0,0
65808.0,1,1,155,7,80,13,7,10,5,6,0,1,54,272,0,0,0,1,0,0,0,0
50437.0,0,28,370,9,92,6,9,4,8,7,0,1,62,490,0,1,0,0,1,0,0,0
23616.0,1,76,4,22,11,3,7,32,3,8,0,0,43,79,0,0,0,0,0,1,0,0
53858.0,0,50,407,53,221,58,150,26,6,4,0,1,49,915,0,1,0,0,1,0,0,0
66465.0,0,1,1200,0,204,38,29,14,12,6,0,1,70,1485,0,0,0,1,1,0,0,0
46923.0,1,90,85,44,54,102,78,6,7,7,0,1,38,369,0,1,0,0,0,1,0,0
75072.0,0,83,583,34,309,0,22,125,8,3,0,1,63,1073,0,1,0,0,0,0,1,0
75865.0,0,73,483,0,591,156,0,12,10,1,0,0,82,1242,0,0,0,1,1,0,0,0
19789.0,1,24,2,5,9,28,6,28,3,5,0,0,50,78,0,0,0,0,0,0,1,0
80134.0,0,11,966,26,282,52,26,26,11,5,0,0,31,1378,0,1,0,0,0,0,1,0
91065.0,0,33,822,114,108,179,137,114,9,3,0,1,44,1474,0,1,0,0,0,1,0,0
49505.0,1,4,604,0,100,19,0,28,8,8,0,1,54,751,0,0,1,0,1,0,0,0
37401.0,1,14,19,3,19,3,1,3,3,7,0,0,52,48,0,0,0,1,1,0,0,0
18492.0,1,75,2,2,2,2,1,1,2,8,0,0,43,10,0,0,1,0,0,0,1,0
82584.0,0,26,1076,68,103,29,91,68,8,1,0,0,51,1435,0,0,1,0,1,0,0,0
93027.0,0,77,1285,42,716,55,0,21,5,2,0,1,84,2119,0,0,0,1,1,0,0,0
48686.0,1,8,10,0,7,2,0,1,2,8,0,0,72,20,0,1,0,0,1,0,0,0
92910.0,0,42,551,137,792,179,103,33,13,1,0,1,39,1795,0,1,0,0,1,0,0,0
75433.0,1,28,800,0,297,0,34,57,10,6,0,0,36,1188,0,1,0,0,1,0,0,0
10404.0,1,52,2,2,11,10,6,12,4,5,0,0,36,43,0,0,0,0,0,0,1,0
61314.0,0,1,378,0,189,97,172,172,12,3,0,1,57,1008,0,1,0,0,1,0,0,0
84865.0,0,1,1248,16,349,43,16,16,9,4,0,0,64,1688,0,0,0,1,0,1,0,0
42387.0,1,42,235,0,235,19,4,191,7,8,0,1,36,684,0,1,0,0,1,0,0,0
67309.0,1,76,515,47,181,149,95,95,9,7,0,1,58,1082,0,0,0,0,0,0,1,0
75236.0,0,27,438,66,400,12,38,114,13,4,0,1,61,1068,0,1,0,0,1,0,0,0
30015.0,1,28,25,0,22,2,3,5,4,5,0,0,55,57,0,1,0,0,0,1,0,0
50943.0,0,49,31,0,7,2,0,6,3,5,0,0,69,46,0,0,1,0,0,0,1,0
67272.0,0,12,357,35,271,28,28,14,12,5,0,1,59,733,0,1,0,0,0,0,0,0
51529.0,0,14,400,4,35,6,0,22,5,8,0,1,76,467,0,0,1,0,0,0,0,1
32011.0,1,89,99,0,15,2,1,5,4,7,0,0,54,122,0,0,0,1,1,0,0,0
7500.0,1,96,1,11,5,4,6,9,3,8,0,0,39,36,0,0,0,0,1,0,0,0
28691.0,1,56,5,4,13,8,0,4,3,8,0,0,36,34,0,1,0,0,1,0,0,0
56223.0,0,72,77,28,31,16,0,4,5,4,0,0,77,156,0,0,0,1,1,0,0,0
18100.0,0,14,3,1,2,4,3,1,3,5,0,0,79,14,0,1,0,0,1,0,0,0
20130.0,0,99,0,6,3,7,6,12,3,8,0,0,51,34,0,0,0,0,1,0,0,0
23295.0,0,72,0,0,1,2,12,5,2,8,0,0,66,20,0,1,0,0,0,0,0,0
42618.0,1,92,76,14,74,13,5,10,4,8,0,1,53,192,0,0,1,0,0,0,0,0
81246.0,0,87,398,190,537,61,156,37,7,1,0,1,61,1379,0,1,0,0,0,1,0,0
24027.0,1,7,14,7,11,11,0,5,3,8,0,0,49,48,0,1,0,0,1,0,0,0
55707.0,0,91,208,7,82,30,66,35,9,3,0,0,72,428,0,0,0,1,1,0,0,0
57959.0,0,71,430,16,322,43,24,33,11,3,0,1,70,868,0,1,0,0,0,1,0,0
56796.0,0,24,656,38,161,62,47,37,7,7,0,1,56,1001,0,1,0,0,1,0,0,0
36230.0,1,17,14,2,30,8,2,3,4,5,0,0,54,59,0,0,1,0,0,1,0,0
70829.0,1,87,141,70,106,72,19,23,8,3,0,1,45,431,0,0,0,0,1,0,0,0
65991.0,0,21,507,19,364,25,47,9,10,7,0,1,49,971,0,1,0,0,1,0,0,0
38988.0,1,90,164,24,103,12,3,42,6,8,0,1,53,348,0,1,0,0,1,0,0,0
89572.0,0,44,606,24,974,197,194,64,9,4,0,1,59,2059,0,0,0,0,0,1,0,0
42207.0,1,71,116,11,72,3,17,46,5,6,0,1,41,265,0,0,1,0,1,0,0,0
50300.0,0,52,143,15,60,24,23,5,8,2,0,0,73,270,0,1,0,0,1,0,0,0
66664.0,0,78,398,96,447,220,96,32,6,3,0,1,43,1289,0,0,0,0,0,0,1,0
60597.0,0,2,522,0,257,32,16,66,8,7,0,0,61,893,0,1,0,0,1,0,0,0
70165.0,0,60,161,0,253,199,191,122,11,1,0,0,76,926,0,1,0,0,0,0,0,1
50520.0,0,25,112,0,6,2,1,14,3,6,0,0,67,135,0,0,0,1,0,0,0,1
33183.0,1,46,7,5,39,17,15,37,3,7,0,1,50,120,0,1,0,0,1,0,0,0
66582.0,0,83,789,25,420,16,38,0,9,1,0,0,56,1288,0,0,0,1,0,1,0,0
75261.0,0,17,1239,17,413,23,34,17,5,2,0,1,70,1743,0,0,0,1,0,0,1,0
31880.0,1,13,4,1,5,2,0,3,2,8,0,0,55,15,0,1,0,0,0,0,0,1
53790.0,0,86,335,42,127,28,5,5,8,6,0,1,74,542,0,1,0,0,1,0,0,0
49269.0,1,92,639,8,166,11,8,58,12,7,0,1,54,890,0,0,0,1,0,0,1,0
61456.0,0,47,563,76,384,84,192,89,13,4,0,1,50,1388,0,1,0,0,1,0,0,0
37406.0,1,18,2,0,8,2,2,3,2,8,0,0,45,17,0,1,0,0,1,0,0,0
56937.0,1,81,746,8,125,11,8,8,9,6,0,1,44,906,0,0,0,1,0,0,1,0
38415.0,1,91,22,1,13,4,0,4,3,7,0,0,47,44,0,1,0,0,1,0,0,0
20518.0,1,58,4,1,6,4,1,9,2,5,0,0,37,25,0,1,0,0,0,1,0,0
62503.0,0,40,478,0,193,110,75,117,11,5,0,1,69,973,0,1,0,0,1,0,0,0
41644.0,1,67,20,3,4,2,0,2,3,3,0,0,53,31,0,0,0,1,0,1,0,0
55842.0,0,19,451,0,39,0,4,24,8,5,0,1,48,518,0,0,1,0,1,0,0,0
62010.0,0,93,371,22,39,6,0,92,7,5,0,1,53,530,0,0,0,1,1,0,0,0
41124.0,1,41,281,7,84,15,0,119,4,8,0,1,48,506,0,1,0,0,1,0,0,0
38961.0,1,60,19,7,19,0,1,24,2,7,0,0,52,70,0,0,1,0,1,0,0,0
37760.0,1,54,26,3,13,2,10,0,3,6,0,0,53,54,0,0,1,0,0,0,0,0
32233.0,1,26,138,15,35,25,11,72,2,9,0,1,51,296,0,1,0,0,0,1,0,0
43057.0,0,30,213,2,44,0,2,5,5,5,0,1,50,266,0,1,0,0,1,0,0,0
83151.0,0,93,407,28,100,120,74,18,4,3,0,1,65,747,0,0,1,0,0,0,1,0
78825.0,0,35,483,74,114,169,37,18,13,3,0,1,61,895,0,0,0,1,0,0,0,0
60093.0,0,92,502,12,109,16,6,90,10,6,0,1,51,735,0,1,0,0,1,0,0,0
14045.0,1,24,11,0,5,2,1,1,3,7,0,0,56,20,0,1,0,0,1,0,0,0
28457.0,0,96,24,1,108,29,29,14,4,8,0,1,73,205,0,0,0,0,0,0,0,1
78952.0,0,11,1170,19,594,99,76,134,12,6,0,0,67,2092,0,0,0,1,0,0,1,0
46310.0,1,99,185,2,88,15,5,14,5,8,0,1,49,309,0,1,0,0,0,0,0,0
76005.0,0,72,983,20,389,240,50,40,13,6,0,0,70,1722,0,1,0,0,0,0,1,0
58308.0,0,77,691,0,69,10,0,130,3,8,0,0,61,900,0,0,1,0,0,1,0,0
55614.0,0,85,504,13,131,8,0,26,6,7,0,1,81,682,0,0,0,1,0,0,0,0
59432.0,0,88,317,25,265,25,19,12,11,5,0,1,63,663,0,0,1,0,0,0,0,0
55563.0,0,22,29,1,9,2,0,2,3,3,0,0,47,43,0,1,0,0,0,0,0,0
78642.0,0,83,1396,0,322,46,35,17,4,6,0,1,54,1816,0,0,0,1,0,0,1,0
67911.0,0,63,529,0,356,63,28,0,11,3,0,1,76,976,0,0,0,1,0,0,1,0
65275.0,0,9,388,14,218,91,14,21,13,2,0,1,81,746,0,1,0,0,1,0,0,0
27203.0,1,92,13,2,21,4,0,24,2,8,0,0,75,64,0,1,0,0,0,0,1,0
48330.0,0,2,28,0,4,0,0,0,3,5,0,0,64,32,0,0,1,0,0,0,1,0
24279.0,0,6,16,36,21,20,62,108,3,8,0,1,35,263,1,0,0,0,1,0,0,0
64355.0,1,66,1047,0,140,67,38,153,12,8,0,1,40,1445,0,0,0,1,1,0,0,0
53653.0,0,29,815,10,239,28,10,108,12,6,0,1,72,1210,0,1,0,0,0,0,0,1
65665.0,0,77,225,162,387,106,36,29,8,3,0,1,49,945,0,1,0,0,1,0,0,0
81217.0,0,77,493,70,324,146,40,84,11,1,0,0,36,1157,0,1,0,0,0,1,0,0
34935.0,0,71,34,4,66,3,10,20,4,7,0,0,33,137,0,1,0,0,1,0,0,0
61250.0,0,49,382,138,65,60,26,59,12,5,0,1,66,730,0,1,0,0,0,0,0,0
39665.0,1,97,127,1,56,0,1,31,3,7,0,1,44,216,0,0,0,1,0,0,1,0
60152.0,0,6,325,83,300,86,58,91,12,3,0,1,46,943,0,1,0,0,0,1,0,0
48920.0,0,93,238,17,68,8,10,6,5,7,0,1,61,347,0,1,0,0,1,0,0,0
89120.0,0,78,1168,92,408,72,129,55,7,1,0,1,66,1924,0,0,1,0,0,0,1,0
44124.0,0,62,284,0,55,0,6,52,5,8,0,1,79,397,0,0,0,1,0,0,1,0
81169.0,0,47,1288,20,613,80,61,27,9,2,0,1,50,2089,0,0,1,0,0,1,0,0
36443.0,1,9,65,0,46,4,3,20,3,8,0,0,64,138,0,1,0,0,1,0,0,0
26095.0,1,77,11,7,9,3,1,11,3,7,0,0,35,42,0,1,0,0,0,1,0,0
71367.0,0,24,227,23,389,42,21,75,7,2,0,1,66,777,0,1,0,0,0,0,1,0
80184.0,0,19,1035,134,670,25,38,0,10,3,0,1,81,1902,0,0,1,0,1,0,0,0
30630.0,1,67,27,1,12,2,0,10,3,7,0,0,60,52,0,1,0,0,0,0,0,0
73454.0,0,95,982,73,351,56,14,175,6,5,0,0,38,1651,0,0,1,0,0,1,0,0
42691.0,0,48,179,2,64,38,17,58,6,5,0,1,34,358,0,1,0,0,1,0,0,0
70503.0,0,73,1379,33,216,0,33,66,9,6,0,0,72,1727,0,1,0,0,1,0,0,0
25545.0,1,35,32,1,64,16,12,85,3,6,0,0,38,210,0,1,0,0,1,0,0,0
32880.0,1,76,8,4,15,7,6,2,3,8,0,0,39,42,0,1,0,0,1,0,0,0
77863.0,0,20,881,38,319,16,25,12,10,2,0,1,67,1291,0,0,0,1,0,0,1,0
50353.0,0,72,141,15,153,67,31,35,6,3,0,1,48,442,0,0,1,0,1,0,0,0
61839.0,0,20,1000,155,379,224,17,120,4,8,0,1,61,1895,0,1,0,0,0,1,0,0
49154.0,1,69,206,10,67,30,27,71,8,6,0,1,65,411,0,0,0,1,1,0,0,0
47682.0,0,80,162,61,83,97,57,61,8,5,0,1,50,521,0,0,0,0,0,0,0,1
72679.0,0,65,619,54,260,127,54,54,5,1,0,1,56,1168,0,1,0,0,0,1,0,0
57954.0,1,52,456,4,24,0,0,9,6,7,0,1,48,493,0,0,1,0,0,0,1,0
65316.0,1,65,112,6,92,3,9,38,5,4,0,0,63,260,0,1,0,0,1,0,0,0
28567.0,1,57,11,3,22,2,2,6,3,6,0,0,43,46,0,1,0,0,0,1,0,0
47352.0,0,70,172,12,112,8,0,15,5,7,0,1,74,319,0,0,1,0,0,0,1,0
44931.0,0,0,78,0,11,0,0,7,3,5,0,0,58,96,0,1,0,0,0,0,1,0
76982.0,0,19,464,151,292,65,60,30,4,4,0,1,58,1062,0,1,0,0,0,0,0,0
57247.0,0,50,99,4,32,37,54,6,7,2,0,0,73,232,0,0,0,0,0,0,1,0
22944.0,1,67,19,3,19,4,5,26,3,7,0,0,44,76,0,0,1,0,0,1,0,0
25315.0,1,46,1,9,8,11,3,22,3,8,0,0,48,54,0,0,0,0,0,0,1,0
43638.0,0,37,63,10,83,7,19,19,4,7,0,1,56,201,0,1,0,0,0,0,0,1
42710.0,1,38,252,3,42,4,3,102,3,6,0,1,41,406,0,0,0,1,0,1,0,0
84169.0,0,9,1478,19,403,0,19,0,6,3,0,1,43,1919,0,0,0,1,1,0,0,0
54058.0,0,56,198,18,252,32,108,54,8,3,0,1,49,662,0,1,0,0,0,0,1,0
24683.0,1,98,8,4,10,6,7,6,4,5,0,0,35,41,0,0,0,0,1,0,0,0
85620.0,0,68,416,46,925,60,107,46,4,1,0,0,61,1600,0,1,0,0,0,0,0,1
47850.0,1,72,42,7,43,20,12,10,4,6,0,0,45,134,0,1,0,0,1,0,0,0
19514.0,1,47,14,3,21,2,1,28,2,8,0,0,57,69,0,1,0,0,1,0,0,0
27159.0,1,33,17,0,3,0,0,1,3,6,0,0,52,21,0,0,1,0,1,0,0,0
39548.0,1,87,15,4,10,3,4,18,3,3,0,0,62,54,0,0,0,0,0,1,0,0
21474.0,1,0,6,16,24,11,0,34,2,7,0,0,36,91,0,1,0,0,0,1,0,0
60504.0,0,73,458,0,24,6,4,34,8,6,0,1,54,526,0,0,0,1,0,1,0,0
22419.0,0,74,30,3,47,19,21,42,2,8,0,0,62,162,0,1,0,0,1,0,0,0
81698.0,0,4,179,28,520,111,123,47,13,1,0,0,76,1008,0,0,1,0,1,0,0,0
43462.0,1,50,90,17,97,15,6,15,5,8,0,1,73,240,0,1,0,0,0,0,1,0
54880.0,1,57,308,85,137,102,45,118,11,5,0,1,47,795,0,0,0,1,0,1,0,0
79908.0,0,30,557,129,761,29,185,111,7,2,0,1,43,1772,0,1,0,0,1,0,0,0
15315.0,0,27,7,4,13,15,8,17,4,5,0,0,55,64,0,0,0,0,1,0,0,0
87771.0,0,61,1492,38,287,50,57,33,4,6,0,1,66,1957,0,1,0,0,0,0,1,0
33039.0,1,4,30,8,12,8,8,12,4,5,0,0,47,78,0,1,0,0,1,0,0,0
81741.0,0,75,249,153,940,58,134,38,7,2,0,1,45,1572,0,1,0,0,0,1,0,0
71499.0,0,12,465,25,132,136,0,37,13,4,0,1,54,795,0,0,1,0,0,0,1,0
62466.0,0,13,129,129,259,168,121,83,12,4,0,1,55,889,0,0,0,0,1,0,0,0
48799.0,0,9,174,18,81,28,6,24,7,3,0,0,62,331,0,0,0,1,0,0,0,0
52157.0,0,48,189,2,29,3,2,40,5,4,0,0,75,265,0,0,0,1,0,0,1,0
66565.0,0,80,747,10,161,65,40,42,9,8,0,1,63,1065,0,1,0,0,0,1,0,0
29298.0,1,60,6,0,2,2,0,1,2,5,0,0,74,11,0,0,1,0,0,0,1,0
47691.0,0,43,14,0,3,0,0,4,2,6,0,0,46,21,0,1,0,0,0,1,0,0
